run_sig,run,seed,horizon,NSE,RMSE,MAE,rMBE,skill_vs_persistence,source,trial,status,objective,hp.model.gru_layers,hp.model.gru_hidden,hp.model.gru_dropout,hp.training.lr
in52_out16_ep50_bs4096_stat1_seed40_full_merged_spf0p8_sc20_ss42,gru_l1_in52_out16_ep1_full_merged_spatial_split_spf0p8_sc20_ss42,40.0,6.0,-7.841369112563875,0.5181162376741082,0.437790272908918,-0.5027537696716448,,gru_metrics,,,,,,,
in52_out16_ep2_bs4096_seed40_full_merged_spf0p5_sc20_ss42,gru_l1_in52_out16_ep2_full_merged_spatial_split_spf0p5_sc20_ss42,40.0,6.0,-0.0301303562085357,0.2096614816546759,0.1684966292677883,0.1176712231375704,,gru_metrics,,,,,,,
in52_out16_ep5_bs4096_seed40_full_merged_spf0p5_sc20_ss42,gru_l1_in52_out16_ep5_full_merged_spatial_split_spf0p5_sc20_ss42,40.0,6.0,0.3624093722375776,0.1563806365319106,0.127205415205522,-0.0262959502056608,,gru_metrics,,,,,,,
in52_out16_ep5_bs4096_seed40_full_merged_spf0p8_sc20_ss42,gru_l1_in52_out16_ep5_full_merged_spatial_split_spf0p8_sc20_ss42,40.0,6.0,0.250774774726224,0.1647419479451365,0.1351750570050837,0.0437091204466004,,gru_metrics,,,,,,,
gru_l1_seed40_ep50_full_merged_spf0p8_sc20_ss42,gru_l1_in52_out16_ep50_full_merged_spatial_split_spf0p8_sc20_ss42,40.0,6.0,0.8630002172028794,0.0666740712811735,0.0516262962704613,0.0371766723879239,,gru_metrics,,,,,,,
in52_out16_ep50_bs4096_seed40_full_merged_r1_spf0p8_sc20_ss42,gru_l2_in52_out16_ep50_full_merged_r1_spatial_split_spf0p8_sc20_ss42,40.0,6.0,0.8751312331239889,0.0619245445374938,0.0468534329236843,-0.1167595198053317,,gru_metrics,,,,,,,
gru_l2_revin_seed40_ep50_full_merged_spf0p8_sc20_ss42,gru_l2_in52_out16_ep50_full_merged_spatial_split_spf0p8_sc20_ss42,40.0,6.0,0.8797734293503322,0.0620658434264127,0.0478241164962966,0.0088871837375067,,gru_metrics,,,,,,,
gru_l2_seed40_ep50_full_merged_spf0p8_sc20_ss42,gru_l2_in52_out16_ep50_full_merged_spatial_split_spf0p8_sc20_ss42,40.0,6.0,0.8797734293503322,0.0620658434264127,0.0478241164962966,0.0088871837375067,,gru_metrics,,,,,,,
gru_l3_seed40_ep50_full_merged_spf0p8_sc20_ss42,gru_l3_in52_out16_ep50_full_merged_spatial_split_spf0p8_sc20_ss42,40.0,6.0,0.872622071217344,0.0631985928546308,0.0486412213478253,0.0014460968352075,,gru_metrics,,,,,,,
gru_ablation_revin_scheduler_t001_seed40_full_merged,gru_l2_in52_out16_ep50_full_merged,40.0,7.0,0.85653397616247,0.0669414183802229,0.0507722582135881,-0.1289104794960194,,gru_metrics,,,,,,,
gru_ablation_revin_scheduler_t002_seed40_full_merged,gru_l2_in52_out16_ep50_full_merged,40.0,7.0,0.8638835593355085,0.0656545905522915,0.051208086086042,0.0056749605489263,,gru_metrics,,,,,,,
gru_ablation_revin_scheduler_t003_seed40_full_merged,gru_l2_in52_out16_ep50_full_merged,40.0,7.0,0.85653397616247,0.0669414183802229,0.0507722582135881,-0.1289104794960194,,gru_metrics,,,,,,,
