run_dir,horizon,NSE_median_well,RMSE_median_well
GRU_FCOV_in52_out16_ep50_bs4096_seed40_full_merged_r1_spf0p8_sc20_ss42,12,0.7719285119556692,0.0866479134437513
GRU_FCOV_in52_out16_ep50_bs4096_seed40_full_merged_r1_spf0p8_sc20_ss42,13,0.7578872992152759,0.0896400688711953
GRU_FCOV_in52_out16_ep50_bs4096_seed40_full_merged_r1_spf0p8_sc20_ss42,14,0.7448558866734356,0.09262563754458569
GRU_FCOV_in52_out16_ep50_bs4096_seed40_full_merged_r1_spf0p8_sc20_ss42,15,0.7338471591204005,0.09487232398779957
GRU_FCOV_in52_out16_ep50_bs4096_seed40_full_merged_r1_spf0p8_sc20_ss42,16,0.7216758550806841,0.09687880655141329
GRU_FCOV_in52_out16_ep50_bs4096_stat1_seed40_full_merged_spf0p8_sc20_ss42,1,-23.626011332521177,0.8229180797489999
GRU_FCOV_in52_out16_ep50_bs4096_stat1_seed40_full_merged_spf0p8_sc20_ss42,2,-10.519196797262367,0.6450738871931303
GRU_FCOV_in52_out16_ep50_bs4096_stat1_seed40_full_merged_spf0p8_sc20_ss42,3,-10.181617634996494,0.6274442909326233
GRU_FCOV_in52_out16_ep50_bs4096_stat1_seed40_full_merged_spf0p8_sc20_ss42,4,-9.208865631123125,0.5816008209528215
GRU_FCOV_in52_out16_ep50_bs4096_stat1_seed40_full_merged_spf0p8_sc20_ss42,5,-8.365500187512826,0.5585693785230388
GRU_FCOV_in52_out16_ep50_bs4096_stat1_seed40_full_merged_spf0p8_sc20_ss42,6,-7.841369112563875,0.5181162376741082
GRU_FCOV_in52_out16_ep50_bs4096_stat1_seed40_full_merged_spf0p8_sc20_ss42,7,-7.3399993642997,0.5005189878815349
GRU_FCOV_in52_out16_ep50_bs4096_stat1_seed40_full_merged_spf0p8_sc20_ss42,8,-6.833889187477641,0.48514130906617553
GRU_FCOV_in52_out16_ep50_bs4096_stat1_seed40_full_merged_spf0p8_sc20_ss42,9,-6.460038610744056,0.4731527627268021
GRU_FCOV_in52_out16_ep50_bs4096_stat1_seed40_full_merged_spf0p8_sc20_ss42,10,-6.084807225264823,0.47673617290917497
GRU_FCOV_in52_out16_ep50_bs4096_stat1_seed40_full_merged_spf0p8_sc20_ss42,11,-6.147188340637941,0.47759894048783075
GRU_FCOV_in52_out16_ep50_bs4096_stat1_seed40_full_merged_spf0p8_sc20_ss42,12,-6.360450232530483,0.4947954345996158
GRU_FCOV_in52_out16_ep50_bs4096_stat1_seed40_full_merged_spf0p8_sc20_ss42,13,-6.675815995322141,0.5304016890151909
